idEntrada	usuarioOnline	statusSaida	paginaSaida	avaliacao.r	dataHoraEntrada	dataHoraSaida	dataHoraErro	tempoAcesso	codigo	erro
153	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	280	500	"""INTERNAL SERVER ERROR"""
154	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	119	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
155	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	226	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
156	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	206	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
157	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	308	500	"""CLIENTE NAO CADASTRADO"""
158	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	195	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
159	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:03	357	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
160	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 18:00	195	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
161	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	366	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
162	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	114	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
163	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	89	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
164	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:08	18/05/2021 18:07	629	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
165	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 18:00	190	500	"""CHAVE PIX INCORRETA"""
166	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	276	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
167	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	316	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
168	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	182	500	"""INTERNAL SERVER ERROR"""
169	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	302	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
170	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	284	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
171	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	214	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
172	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	248	500	"""CLIENTE NAO CADASTRADO"""
173	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	236	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
174	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:05	18/05/2021 18:04	495	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
175	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	151	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
176	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:57	108	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
177	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	245	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
178	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	277	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
179	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	292	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
180	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	185	500	"""CHAVE PIX INCORRETA"""
181	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	112	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
182	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:03	392	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
183	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	198	500	"""INTERNAL SERVER ERROR"""
184	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:59	136	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
185	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	212	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
186	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	216	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
187	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:03	373	500	"""CLIENTE NAO CADASTRADO"""
188	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	250	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
189	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:01	330	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
190	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 18:00	180	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
191	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	266	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
192	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:58	201	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
193	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	251	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
194	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	133	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
195	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:58	83	500	"""INTERNAL SERVER ERROR"""
196	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:05	18/05/2021 18:04	480	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
197	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	312	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
198	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:57	90	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
199	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	167	500	"""CLIENTE NAO CADASTRADO"""
200	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:57	98	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
201	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:05	18/05/2021 18:04	504	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
202	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:03	397	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
203	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	208	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
204	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	305	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
205	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	190	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
206	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	183	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
207	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:59	145	500	"""CHAVE PIX INCORRETA"""
208	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:58	169	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
209	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:04	438	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
210	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	234	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
211	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	254	500	"""CLIENTE NAO CADASTRADO"""
212	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	269	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
213	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	388	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
214	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 18:00	178	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
215	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	121	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
216	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:03	441	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
217	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 18:00	187	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
218	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	153	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
219	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	92	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
220	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:58	86	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
221	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	171	500	"""INTERNAL SERVER ERROR"""
222	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	314	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
223	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:03	373	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
224	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	325	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
225	0	100%	0	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	196	500	"""CLIENTE NAO CADASTRADO"""
226	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	247	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
227	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	155	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
228	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:58	154	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
229	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	346	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
230	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	118	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
231	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:05	18/05/2021 18:04	475	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
232	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	229	500	"""INTERNAL SERVER ERROR"""
233	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	266	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
234	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	151	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
235	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	171	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
236	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:58	82	500	"""CLIENTE NAO CADASTRADO"""
237	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	218	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
238	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	290	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
239	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	279	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
240	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	146	500	"""INTERNAL SERVER ERROR"""
241	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:59	145	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
242	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	180	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
243	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:02	420	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
244	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	104	500	"""CLIENTE NAO CADASTRADO"""
245	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	219	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
246	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:05	18/05/2021 18:03	468	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
247	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	228	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
248	0	20%	4	positiva	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:57	77	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
249	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:58	160	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
250	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	298	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
251	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	195	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
252	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	173	500	"""INTERNAL SERVER ERROR"""
253	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	199	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
254	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	251	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
255	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:03	432	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
256	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	229	500	"""CLIENTE NAO CADASTRADO"""
257	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:03	370	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
258	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	316	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
259	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	226	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
260	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:57	56	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
261	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	177	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
262	0	20%	4	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	181	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
263	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	246	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
264	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:03	396	500	"""CHAVE PIX INCORRETA"""
265	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:06	18/05/2021 18:05	515	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
266	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:03	426	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
267	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	224	500	"""INTERNAL SERVER ERROR"""
268	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:56	29	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
269	0	100%	0	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	193	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
270	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	251	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
271	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:01	341	500	"""CLIENTE NAO CADASTRADO"""
272	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	356	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
273	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	322	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
274	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:57	73	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
275	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	342	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
276	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	186	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
277	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	261	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
278	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	249	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
279	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	291	500	"""CHAVE PIX INCORRETA"""
280	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	243	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
281	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:57	40	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
282	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	328	500	"""INTERNAL SERVER ERROR"""
283	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	286	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
284	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 18:01	208	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
285	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	254	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
286	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	256	500	"""CLIENTE NAO CADASTRADO"""
287	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	267	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
288	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:04	437	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
289	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	214	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
290	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	260	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
291	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	380	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
292	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:01	367	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
293	0	100%	0	positiva	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	377	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
294	0	20%	4	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:58	171	500	"""CHAVE PIX INCORRETA"""
295	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:05	18/05/2021 18:04	480	500	"""INTERNAL SERVER ERROR"""
296	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	248	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
297	0	20%	4	positiva	18/05/2021 17:57	18/05/2021 18:05	18/05/2021 18:04	464	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
298	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:58	78	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
299	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	243	500	"""CLIENTE NAO CADASTRADO"""
300	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:02	390	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
301	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	154	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
302	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	150	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
303	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:59	127	500	"""INTERNAL SERVER ERROR"""
304	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	114	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
